0, -25, 2
0, -24, 2
0, -23, 2
1, -23, 2
1, -24, 2
1, -25, 2
-1, -25, 2
-1, -24, 2
-1, -23, 2
1, -26, 2
2, -25, 2
2, -26, 2
2, -27, 2
1, -27, 2
0, -27, 2
0, -26, 2
-1, -26, 2
-1, -27, 2
-2, -27, 2
-2, -26, 2
-2, -25, 2
-2, -24, 2
-2, -23, 2
-3, -27, 2
-3, -26, 2
-3, -25, 2
-2, -22, 2
-1, -22, 2
-3, -24, 2
-3, -23, 2
-3, -22, 2
-4, -26, 2
-4, -25, 2
-4, -24, 2
-2, -21, 2
-1, -21, 2
-3, -21, 2
-4, -23, 2
-4, -22, 2
-4, -21, 2
-5, -25, 2
-5, -24, 2
-5, -23, 2
-3, -20, 2
-2, -20, 2
-4, -20, 2
-5, -22, 2
-3, -19, 2
-2, -19, 2
-4, -19, 2
-5, -21, 2
-1, -20, 2
0, -22, 2
0, -20, 2
0, -21, 2
1, -22, 2
1, -20, 2
1, -21, 2
2, -22, 2
2, -23, 2
2, -24, 2
2, -21, 2
3, -23, 2
3, -24, 2
3, -25, 2
3, -22, 2
4, -24, 2
4, -25, 2
4, -26, 2
3, -26, 2
4, -27, 2
3, -27, 2
5, -26, 2
5, -27, 2
5, -28, 2
4, -28, 2
3, -28, 2
2, -28, 2
1, -28, 2
5, -29, 2
4, -29, 2
3, -29, 2
2, -29, 2
1, -29, 2
5, -30, 2
4, -30, 2
3, -30, 2
2, -30, 2
1, -30, 2
6, -29, 2
6, -30, 2
6, -31, 2
5, -31, 2
4, -31, 2
3, -31, 2
2, -31, 2
6, -32, 2
5, -32, 2
4, -32, 2
3, -32, 2
2, -32, 2
6, -33, 2
5, -33, 2
4, -33, 2
3, -33, 2
2, -33, 2
6, -34, 2
5, -34, 2
4, -34, 2
3, -34, 2
2, -34, 2
5, -35, 2
4, -35, 2
3, -35, 2
2, -35, 2
1, -35, 2
1, -34, 2
1, -33, 2
1, -32, 2
4, -36, 2
3, -36, 2
2, -36, 2
1, -36, 2
0, -36, 2
0, -35, 2
0, -34, 2
0, -33, 2
0, -32, 2
-1, -36, 2
-1, -35, 2
-1, -34, 2
1, -31, 2
0, -31, 2
-1, -33, 2
6, -35, 2
7, -33, 2
7, -34, 2
7, -35, 2
7, -32, 2
8, -34, 2
8, -35, 2
8, -36, 2
7, -36, 2
6, -36, 2
5, -36, 2
8, -32, 2
8, -33, 2
9, -34, 2
9, -35, 2
9, -36, 2
9, -37, 2
8, -37, 2
7, -37, 2
6, -37, 2
5, -37, 2
10, -36, 2
10, -37, 2
10, -38, 2
9, -38, 2
8, -38, 2
7, -38, 2
6, -38, 2
10, -39, 2
9, -39, 2
8, -39, 2
7, -39, 2
6, -39, 2
10, -40, 2
9, -40, 2
8, -40, 2
7, -40, 2
6, -40, 2
10, -41, 2
9, -41, 2
8, -41, 2
7, -41, 2
6, -41, 2
5, -41, 2
5, -40, 2
5, -39, 2
9, -42, 2
8, -42, 2
7, -42, 2
6, -42, 2
5, -42, 2
11, -38, 2
11, -39, 2
11, -40, 2
11, -36, 2
11, -37, 2
12, -38, 2
12, -39, 2
12, -40, 2
11, -35, 2
12, -35, 2
12, -36, 2
12, -37, 2
10, -35, 2
13, -37, 2
13, -38, 2
13, -39, 2
13, -35, 2
13, -36, 2
14, -37, 2
14, -38, 2
14, -39, 2
13, -34, 2
14, -34, 2
14, -35, 2
14, -36, 2
12, -34, 2
15, -36, 2
15, -37, 2
15, -38, 2
15, -34, 2
15, -35, 2
16, -36, 2
16, -37, 2
16, -38, 2
16, -34, 2
16, -35, 2
17, -36, 2
17, -37, 2
17, -38, 2
15, -33, 2
16, -33, 2
14, -33, 2
17, -35, 2
16, -32, 2
17, -32, 2
17, -33, 2
17, -34, 2
15, -32, 2
18, -34, 2
18, -35, 2
18, -36, 2
16, -31, 2
17, -31, 2
15, -31, 2
18, -33, 2
16, -30, 2
17, -30, 2
15, -30, 2
18, -32, 2
14, -32, 2
16, -29, 2
17, -29, 2
15, -29, 2
18, -31, 2
14, -31, 2
16, -28, 2
17, -28, 2
15, -28, 2
18, -30, 2
14, -30, 2
16, -27, 2
17, -27, 2
15, -27, 2
18, -29, 2
14, -29, 2
16, -26, 2
17, -26, 2
15, -26, 2
18, -28, 2
14, -28, 2
16, -25, 2
17, -25, 2
15, -25, 2
18, -27, 2
14, -27, 2
16, -24, 2
17, -24, 2
15, -24, 2
18, -26, 2
14, -26, 2
16, -23, 2
17, -23, 2
15, -23, 2
18, -25, 2
14, -25, 2
16, -22, 2
17, -22, 2
15, -22, 2
18, -24, 2
14, -24, 2
15, -21, 2
16, -21, 2
14, -23, 2
14, -22, 2
14, -21, 2
13, -25, 2
13, -24, 2
13, -23, 2
13, -22, 2
13, -21, 2
12, -25, 2
12, -24, 2
12, -23, 2
12, -22, 2
12, -21, 2
11, -25, 2
11, -24, 2
11, -23, 2
11, -22, 2
13, -26, 2
12, -26, 2
11, -26, 2
10, -26, 2
10, -25, 2
10, -24, 2
10, -23, 2
10, -22, 2
9, -26, 2
9, -25, 2
9, -24, 2
9, -23, 2
12, -27, 2
11, -27, 2
10, -27, 2
9, -27, 2
8, -27, 2
8, -26, 2
8, -25, 2
8, -24, 2
8, -23, 2
7, -27, 2
7, -26, 2
7, -25, 2
11, -28, 2
10, -28, 2
9, -28, 2
8, -28, 2
7, -28, 2
7, -24, 2
6, -28, 2
6, -27, 2
6, -26, 2
6, -25, 2
9, -29, 2
8, -29, 2
7, -29, 2
9, -30, 2
8, -30, 2
7, -30, 2
9, -31, 2
8, -31, 2
7, -31, 2
10, -29, 2
10, -30, 2
10, -31, 2
10, -32, 2
9, -32, 2
11, -30, 2
11, -31, 2
11, -32, 2
11, -29, 2
12, -30, 2
12, -31, 2
12, -32, 2
12, -28, 2
12, -29, 2
13, -30, 2
13, -31, 2
13, -32, 2
13, -28, 2
13, -29, 2
19, -29, 2
19, -30, 2
19, -31, 2
19, -27, 2
19, -28, 2
20, -29, 2
20, -30, 2
20, -31, 2
20, -27, 2
20, -28, 2
21, -29, 2
21, -30, 2
21, -31, 2
21, -27, 2
21, -28, 2
22, -29, 2
22, -30, 2
22, -31, 2
22, -27, 2
22, -28, 2
23, -29, 2
23, -30, 2
23, -31, 2
23, -27, 2
23, -28, 2
24, -29, 2
24, -30, 2
24, -31, 2
24, -27, 2
24, -28, 2
25, -29, 2
25, -30, 2
25, -31, 2
24, -26, 2
25, -26, 2
25, -27, 2
25, -28, 2
23, -26, 2
26, -28, 2
26, -29, 2
26, -30, 2
26, -26, 2
26, -27, 2
27, -28, 2
27, -29, 2
27, -30, 2
27, -26, 2
27, -27, 2
28, -28, 2
28, -29, 2
28, -30, 2
28, -26, 2
28, -27, 2
29, -28, 2
29, -29, 2
29, -30, 2
29, -26, 2
29, -27, 2
30, -28, 2
30, -29, 2
30, -30, 2
30, -26, 2
30, -27, 2
31, -28, 2
31, -29, 2
31, -30, 2
31, -26, 2
31, -27, 2
32, -28, 2
32, -29, 2
32, -30, 2
32, -26, 2
32, -27, 2
33, -28, 2
33, -29, 2
33, -30, 2
33, -26, 2
33, -27, 2
34, -28, 2
34, -29, 2
34, -30, 2
34, -26, 2
34, -27, 2
35, -28, 2
35, -29, 2
35, -30, 2
35, -26, 2
35, -27, 2
36, -28, 2
36, -29, 2
36, -30, 2
36, -26, 2
36, -27, 2
37, -28, 2
37, -29, 2
37, -30, 2
37, -26, 2
37, -27, 2
38, -28, 2
38, -29, 2
38, -30, 2
38, -26, 2
38, -27, 2
39, -28, 2
39, -29, 2
39, -30, 2
39, -26, 2
39, -27, 2
40, -28, 2
40, -29, 2
40, -30, 2
40, -26, 2
40, -27, 2
41, -28, 2
41, -29, 2
41, -30, 2
41, -26, 2
41, -27, 2
42, -28, 2
42, -29, 2
42, -30, 2
42, -26, 2
42, -27, 2
43, -28, 2
43, -29, 2
43, -30, 2
43, -26, 2
43, -27, 2
44, -28, 2
44, -29, 2
44, -30, 2
44, -26, 2
44, -27, 2
45, -28, 2
45, -29, 2
45, -30, 2
45, -26, 2
45, -27, 2
46, -28, 2
46, -29, 2
46, -30, 2
46, -26, 2
46, -27, 2
47, -28, 2
47, -29, 2
47, -30, 2
46, -31, 2
45, -31, 2
44, -31, 2
43, -31, 2
42, -31, 2
41, -31, 2
40, -31, 2
39, -31, 2
38, -31, 2
37, -31, 2
36, -31, 2
35, -31, 2
34, -31, 2
37, -32, 2
36, -32, 2
35, -32, 2
34, -32, 2
33, -32, 2
33, -31, 2
32, -32, 2
32, -31, 2
31, -32, 2
31, -31, 2
30, -32, 2
30, -31, 2
29, -32, 2
29, -31, 2
32, -33, 2
31, -33, 2
30, -33, 2
29, -33, 2
28, -33, 2
28, -32, 2
28, -31, 2
27, -33, 2
27, -32, 2
27, -31, 2
26, -33, 2
26, -32, 2
26, -31, 2
25, -33, 2
25, -32, 2
24, -33, 2
24, -32, 2
27, -34, 2
26, -34, 2
25, -34, 2
24, -34, 2
23, -34, 2
23, -33, 2
23, -32, 2
22, -34, 2
22, -33, 2
22, -32, 2
21, -34, 2
21, -33, 2
21, -32, 2
20, -34, 2
20, -33, 2
20, -32, 2
19, -34, 2
19, -33, 2
19, -32, 2
13, -33, 2
12, -33, 2
11, -34, 2
11, -33, 2
10, -34, 2
10, -33, 2
9, -33, 2
-1, -32, 2
-2, -36, 2
-2, -35, 2
-2, -34, 2
-2, -33, 2
1, -37, 2
0, -37, 2
-1, -37, 2
-2, -37, 2
-3, -37, 2
-3, -36, 2
-3, -35, 2
-3, -34, 2
-3, -33, 2
-4, -37, 2
-4, -36, 2
-4, -35, 2
-4, -34, 2
-1, -38, 2
-2, -38, 2
-3, -38, 2
-4, -38, 2
-5, -38, 2
-5, -37, 2
-5, -36, 2
-5, -35, 2
-5, -34, 2
-6, -38, 2
-6, -37, 2
-6, -36, 2
-6, -35, 2
-6, -34, 2
-7, -38, 2
-7, -37, 2
-7, -36, 2
-3, -39, 2
-4, -39, 2
-5, -39, 2
-6, -39, 2
-7, -39, 2
-7, -35, 2
-8, -39, 2
-8, -38, 2
-8, -37, 2
-8, -36, 2
-8, -35, 2
-9, -39, 2
-9, -38, 2
-9, -37, 2
-9, -36, 2
-6, -40, 2
-7, -40, 2
-8, -40, 2
-9, -40, 2
-10, -40, 2
-10, -39, 2
-10, -38, 2
-10, -37, 2
-10, -36, 2
-11, -40, 2
-11, -39, 2
-11, -38, 2
-11, -37, 2
-11, -36, 2
-12, -40, 2
-12, -39, 2
-12, -38, 2
-12, -37, 2
-9, -41, 2
-10, -41, 2
-11, -41, 2
-12, -41, 2
-13, -41, 2
-13, -40, 2
-13, -39, 2
-13, -38, 2
-13, -37, 2
-14, -41, 2
-14, -40, 2
-14, -39, 2
-14, -38, 2
-14, -37, 2
-15, -41, 2
-15, -40, 2
-15, -39, 2
-15, -38, 2
-15, -37, 2
-16, -41, 2
-16, -40, 2
-16, -39, 2
-16, -38, 2
-16, -37, 2
-17, -41, 2
-17, -40, 2
-17, -39, 2
-17, -38, 2
-17, -37, 2
-18, -41, 2
-18, -40, 2
-18, -39, 2
-18, -38, 2
-18, -37, 2
-19, -41, 2
-19, -40, 2
-19, -39, 2
-19, -38, 2
-19, -37, 2
-20, -41, 2
-20, -40, 2
-20, -39, 2
-20, -38, 2
-20, -37, 2
-21, -41, 2
-21, -40, 2
-21, -39, 2
-21, -38, 2
-21, -37, 2
-22, -41, 2
-22, -40, 2
-22, -39, 2
-22, -38, 2
-22, -37, 2
-23, -41, 2
-23, -40, 2
-23, -39, 2
-20, -36, 2
-19, -36, 2
-21, -36, 2
-19, -35, 2
-18, -35, 2
-18, -36, 2
-20, -35, 2
-17, -35, 2
-17, -36, 2
-18, -34, 2
-17, -34, 2
-19, -34, 2
-16, -36, 2
-17, -33, 2
-16, -33, 2
-16, -34, 2
-16, -35, 2
-18, -33, 2
-15, -35, 2
-15, -36, 2
-15, -33, 2
-15, -34, 2
-14, -35, 2
-14, -36, 2
-14, -33, 2
-14, -34, 2
-13, -35, 2
-13, -36, 2
-14, -32, 2
-13, -32, 2
-13, -33, 2
-13, -34, 2
-15, -32, 2
-12, -34, 2
-12, -35, 2
-12, -36, 2
-12, -32, 2
-12, -33, 2
-11, -34, 2
-11, -35, 2
-11, -32, 2
-11, -33, 2
-10, -34, 2
-10, -35, 2
-11, -31, 2
-10, -31, 2
-10, -32, 2
-10, -33, 2
-12, -31, 2
-9, -33, 2
-9, -34, 2
-9, -35, 2
-9, -31, 2
-9, -32, 2
-8, -33, 2
-8, -34, 2
-8, -31, 2
-8, -32, 2
-7, -33, 2
-7, -34, 2
-8, -30, 2
-7, -30, 2
-7, -31, 2
-7, -32, 2
-9, -30, 2
-6, -32, 2
-6, -33, 2
-6, -30, 2
-6, -31, 2
-5, -32, 2
-5, -33, 2
-5, -30, 2
-5, -31, 2
-4, -32, 2
-4, -33, 2
-5, -29, 2
-4, -29, 2
-4, -30, 2
-4, -31, 2
-6, -29, 2
-3, -31, 2
-3, -32, 2
-3, -29, 2
-3, -30, 2
-2, -31, 2
-2, -32, 2
-2, -29, 2
-2, -30, 2
-1, -31, 2
-1, -29, 2
-1, -30, 2
0, -29, 2
0, -30, 2
0, -28, 2
-1, -28, 2
6, -24, 2
5, -25, 2
5, -24, 2
5, -23, 2
6, -23, 2
4, -23, 2
4, -22, 2
5, -22, 2
3, -21, 2
-6, -25, 2
-6, -24, 2
-6, -23, 2
-6, -22, 2
-6, -21, 2
-7, -25, 2
-7, -24, 2
-7, -23, 2
-7, -22, 2
-7, -21, 2
-8, -25, 2
-8, -24, 2
-8, -23, 2
-8, -22, 2
-8, -21, 2
-9, -25, 2
-9, -24, 2
-9, -23, 2
